-6.740317,-0.450422
-6.755241,-0.407496
-6.868837,0.078189
-7.014048,0.128504
-2.532512,0.065637
-12.400885,1.766971
-12.340231,1.925016
-12.322908,2.006029
-10.147849,2.035498
-5.362752,1.450038
-4.312190,2.384249
-4.318060,2.465196
-4.333262,2.635067
-4.331572,2.715227
-3.848299,2.631526
-3.656860,2.746931
-3.651253,2.823990
-3.652378,2.865905
-3.572939,3.132490
-3.525505,3.128451
-3.205298,3.186035
-3.208349,3.235922
-3.210851,3.286004
-3.209630,3.332411
-3.209166,3.380513
-3.182543,3.446529
-3.107422,3.452907
-2.373562,2.730076
-2.336304,2.718246
-2.221660,2.673861
-2.190137,2.668242
-2.151913,2.695153
-2.128239,2.744053
-2.002145,2.665735
-1.887634,2.642172
-1.834041,2.633627
-1.811506,2.638724
-1.154183,1.577283
-1.104620,1.592852
-1.066963,1.604267
-1.055038,1.609063
-0.987324,1.611179
-0.580143,1.627016
-0.569736,1.642400
-0.508098,1.646683
-0.459028,1.649167
-0.410560,1.665298
-0.385499,1.672879
-0.348172,1.678100
-0.323315,1.679823
-0.310843,1.681558
-0.298283,1.685206
-0.285671,1.688767
-0.260814,1.685642
-0.248295,1.685950
0.238949,3.673044
0.266512,3.671688
0.292987,3.670319
0.318950,3.665813
0.344337,3.658180
0.110675,1.369896
0.125500,1.311635
0.128676,1.288433
0.137882,1.251394
0.143636,1.237657
0.146109,1.215464
0.149267,1.168328
0.158174,1.139054
0.162351,1.123343
0.177101,1.021112
0.183671,1.013678
0.226748,1.021771
0.249006,1.026173
0.260221,1.028228
0.315742,1.034335
0.347889,1.034120
-2.959385,-0.107714
0.408532,1.041225
0.473661,1.050608
0.502653,1.057109
0.513164,1.054479
0.582462,1.061230
2.970088,3.572611
3.017540,3.423021
3.225427,3.439910
3.244400,3.409482
3.293686,3.218780
3.312188,3.099829
3.460977,3.093028
3.505489,3.085206
3.593738,3.113566
3.764718,3.113557
2.267398,1.816201
2.273443,1.792963
2.265974,1.731793
2.256150,1.671140
2.250795,1.615280
2.221148,1.373999
2.187308,1.218002
2.178970,1.147642
2.160448,1.095352
2.154294,1.050734
2.281195,1.045701
2.318499,1.040685
2.442697,1.027934
2.603005,1.002059
4.257533,1.428755
4.242547,1.320995
4.247836,1.186716
4.247169,1.152638
4.249144,1.119426
4.410149,1.094066
4.105088,-0.796755
1.767419,-1.352864
1.720608,-1.363863
1.650428,-1.396668
1.650368,-1.454304
1.654729,-1.476767
1.654950,-1.515827
1.576822,-1.602264
1.532746,-1.608823
1.484374,-1.612053
1.458805,-1.611927
1.239005,-1.525480
1.195437,-1.525042
1.152917,-1.524354
1.019581,-1.527454
-8.030716,0.380308
0.978410,-1.522971
0.924165,-1.521973
0.891500,-1.523383
0.887396,-1.537800
0.887273,-1.576489
0.889733,-1.770327
0.944223,-1.941577
0.945854,-1.969928
0.950600,-2.003298
0.954958,-2.063488
0.970392,-2.236339
0.971965,-2.270767
0.973651,-2.306165
0.976466,-2.344252
0.975096,-2.410220
0.944611,-2.428950
0.933411,-2.445583
0.939410,-2.569878
0.874014,-2.565526
0.853047,-2.564863
0.753896,-2.524897
0.700947,-2.494096
0.671625,-2.514639
0.639074,-2.621300
0.582311,-2.574814
0.562924,-2.573629
0.544640,-2.572973
0.526725,-2.575256
0.509820,-2.580237
0.493214,-2.586045
0.455885,-2.586006
0.437091,-2.584785
0.402133,-2.587435
0.365698,-2.586915
0.348815,-2.591808
0.330793,-2.591702
0.276890,-2.587510
0.241912,-2.589036
0.223650,-2.586205
0.173209,-2.596511
-0.079392,-1.870694
-0.227005,-1.361637
-0.251308,-1.275553
-0.258931,-1.277202
-0.266053,-1.285781
-0.296320,-1.305651
-0.304179,-1.309997
-0.319738,-1.322522
-0.327819,-1.319708
-0.335873,-1.315838
-0.367423,-1.268813
-0.374626,-1.247679
-0.388906,-1.223264
-0.396335,-1.224977
-0.727622,-1.726653
2.251952,1.642021
-0.738777,-1.724982
-0.858936,-1.736765
-0.903634,-1.728147
-0.940204,-1.727703
-0.953102,-1.729258
-1.013979,-1.726452
-1.052791,-1.727122
-1.065154,-1.727064
-1.600296,-2.637159
-1.604069,-2.602752
-1.643026,-2.596062
-1.685379,-2.594912
-1.647226,-2.344127
-1.639063,-2.296630
-1.614931,-2.162475
-1.574871,-1.932905
-1.587191,-1.924403
-0.974358,1.612603
-1.666200,-1.906897
-1.680079,-1.901464
-1.730725,-1.892632
-1.817997,-1.879385
-1.853460,-1.872669
-1.876434,-1.875142
-1.896178,-1.873653
-1.914134,-1.870944
-2.437418,-2.211426
-2.471469,-2.216731
-2.497048,-2.213339
-2.562736,-2.247384
-2.266907,-1.846677
-2.277049,-1.809288
-2.286483,-1.750147
-2.287310,-1.728686
-2.296450,-1.670867
-2.303780,-1.654937
-2.182015,-1.502656
