-2.840301,0.898697
-2.844455,0.923996
-2.841710,0.947387
-2.859026,1.026486
-2.864169,1.102801
-2.889535,1.265654
-2.898448,1.321600
-2.903949,1.350329
-2.904607,1.377248
-2.903215,1.403448
-2.918085,1.464146
-2.935520,1.583518
-2.941533,1.614702
-2.956174,1.708266
-2.970889,1.775118
-2.974366,1.806753
-2.978750,1.869437
-2.999519,2.036882
-3.009705,2.106429
-3.018771,2.144709
-3.026463,2.283316
-3.747660,2.892014
-3.710570,2.908190
-1.289069,1.742318
-1.210106,1.754987
-1.197406,1.766575
-1.191982,1.810315
-1.205844,1.877769
-1.222009,1.950540
-1.228827,1.986449
-1.233972,2.020987
-1.243495,2.091492
-1.252972,2.133613
-1.255865,2.168025
-1.259828,2.237747
-1.263433,2.308316
-1.286721,2.409651
-1.318038,2.527888
-1.322352,2.610593
-1.347596,2.688569
-1.342609,2.721616
-1.361908,2.793555
-1.386999,2.922929
-1.373657,4.943472
-1.339140,4.953744
-1.322286,5.367151
-1.242685,5.367252
-1.166897,5.381844
-1.088860,5.387673
-1.050420,5.392096
-0.937428,5.408325
-0.863145,5.425465
-0.751221,5.448784
-1.066462,8.590839
-1.008008,8.601811
-0.889280,8.617748
-0.830771,8.628508
-0.772177,8.638873
-0.653380,8.647496
-0.534571,8.654493
0.124062,8.521606
0.371787,3.861694
0.398078,3.881017
0.585000,3.890211
0.696635,3.602594
0.678192,1.892568
0.692599,1.900765
0.707408,1.910836
0.722433,1.923817
0.738479,1.939589
0.770583,1.966803
0.803303,1.992518
0.819855,2.004689
0.888116,2.055048
0.902068,2.050930
0.942991,2.035104
0.955499,2.024754
1.000023,1.970340
1.120261,1.889872
1.155560,1.865109
1.170211,1.827225
1.221394,1.775590
1.279679,1.743487
1.290584,1.734910
1.321418,1.707261
1.353357,1.683762
1.363558,1.674833
1.373358,1.664880
1.383395,1.655835
1.441994,1.601514
1.453227,1.594521
1.462644,1.585019
1.494381,1.563161
-2.984888,1.903416
1.526828,1.541084
1.554111,1.513114
1.562213,1.502237
1.572015,1.493725
1.596300,1.482860
1.603638,1.470862
1.610104,1.458163
1.634031,1.446682
1.641508,1.435398
1.685539,1.407285
1.706020,1.371697
1.757846,1.332657
1.767791,1.324334
1.789073,1.308748
1.829392,1.275492
1.847033,1.256392
1.856499,1.247420
1.869024,1.240895
1.882158,1.235055
1.891492,1.225830
1.921453,1.199659
1.935212,1.193940
1.945066,1.184957
1.950951,1.172787
1.972840,1.156173
1.981336,1.146731
1.996409,1.124983
2.054125,1.053437
2.019403,0.969259
1.996193,0.925150
1.968593,0.852173
1.953109,0.789631
1.964838,0.782567
1.972187,0.772917
1.979401,0.763353
1.984545,0.753270
3.152382,1.208471
3.172612,1.195279
3.175844,1.153172
3.180618,1.111178
3.183801,1.090328
3.186722,1.069753
3.191041,1.050712
3.201135,1.033023
3.223401,0.955397
3.262899,0.926908
3.292132,0.915205
3.299020,0.874453
3.297470,0.852596
3.303309,0.812443
3.304175,0.791541
3.326407,0.693393
3.329252,0.652117
3.338770,0.572359
3.342843,0.531773
3.349102,0.492837
3.356543,0.473692
3.362872,0.454306
5.851320,0.680463
5.865712,0.569989
5.872295,0.497055
10.313904,0.726396
10.193938,0.653327
10.073620,0.579083
10.001658,0.315651
10.007500,0.185648
6.432186,-0.749995
6.274601,-0.769735
5.991622,-0.811440
5.609528,-0.864284
5.490338,-0.880421
5.271895,-0.910605
5.074880,-0.971581
5.842336,-1.433854
5.834620,-1.471090
3.972939,-1.077287
3.670851,-1.108302
3.621803,-1.116124
3.485616,-1.138771
4.160338,-1.796967
2.229083,-1.309678
2.206572,-1.311913
2.184922,-1.314493
2.165728,-1.318625
2.147359,-1.323157
2.126624,-1.325679
2.080820,-1.326039
2.061035,-1.328493
2.002718,-1.335244
1.983879,-1.337516
1.966478,-1.341038
1.928247,-1.343966
1.914067,-1.349450
1.898395,-1.353463
1.878308,-1.353278
1.841993,-1.355697
1.794574,-1.364711
1.763642,-1.370342
1.719510,-1.379848
1.625717,-1.388523
1.611884,-1.391315
1.600020,-1.396261
1.585562,-1.398052
1.568573,-1.396637
1.554832,-1.398918
1.526659,-1.402434
1.512991,-1.404340
1.486338,-1.408580
1.432389,-1.413845
1.405463,-1.415860
1.368118,-1.422140
1.305383,-1.429471
1.277498,-1.426672
1.255428,-1.432859
1.243887,-1.434958
1.230871,-1.434360
1.219367,-1.436266
1.207258,-1.437279
1.195306,-1.438119
1.186611,-1.443938
1.194491,-1.556932
1.219428,-1.720337
1.231714,-1.809301
1.239989,-1.930115
1.257531,-2.008453
1.274035,-2.128126
1.271505,-2.163570
1.298758,-2.369397
1.356588,-2.812217
1.791602,-5.761826
1.751421,-5.768134
1.712763,-5.770741
0.442584,-5.143921
0.406391,-5.142868
0.336727,-5.154048
0.266787,-5.163276
0.231618,-5.170030
0.055061,-5.183167
0.229579,-1.270521
0.221335,-1.268132
-0.009295,-2.256612
-0.024010,-2.250582
-0.036580,-2.235695
-0.148197,-1.972082
-0.170909,-1.864347
-0.173483,-1.754685
-0.104187,-1.435037
-0.418234,-2.049146
-0.427880,-1.962144
-0.435171,-1.909428
-0.542051,-1.731743
-0.578813,-1.742751
-0.656243,-1.790590
-0.677233,-1.798721
-0.713629,-1.802804
-0.753324,-1.811442
-0.773226,-1.814950
-0.836480,-1.829605
-0.859140,-1.835586
-0.879002,-1.837295
-0.900306,-1.840301
-0.921618,-1.844417
-1.810945,-2.683771
-1.813942,-2.651012
-2.202581,-2.127380
-2.385015,-2.151417
-2.409986,-2.080433
-2.412429,-2.052970
-2.422001,-2.030733
-2.809163,0.720169
-2.823286,0.769920
-2.825615,0.794227
-2.835227,0.914275
-2.840404,0.939778
-2.844330,0.989687
-2.848920,1.015487
-2.875361,1.172583
-2.878402,1.199447
-2.890701,1.280170
-2.901597,1.363212
-2.907717,1.392724
-2.914405,1.448194
-2.930519,1.565300
-2.938291,1.625569
-2.945487,1.656316
-2.958666,1.749687
-2.968744,1.814040
-2.982531,1.911280
-2.984985,1.943374
-2.988023,1.976094
-2.993354,2.010473
-3.005186,2.080105
-3.011275,2.116034
-1.263863,1.745392
-1.314820,2.516845
-1.321375,2.564386
-1.322518,2.641692
-1.345649,2.717314
-1.351180,2.767220
-1.376674,2.937429
-1.353968,2.945291
-1.329206,2.949535
-1.304469,2.953579
-1.280116,2.956066
-1.256911,2.962329
-1.341625,5.368650
-1.256239,5.355990
-1.219387,5.361052
-1.181275,5.367279
-1.141764,5.368433
-1.104483,5.376999
-0.990869,5.395336
-0.954256,5.401624
-0.916579,5.407919
-0.879344,5.415898
-0.840711,5.417775
-0.765457,5.429501
-1.144869,8.576527
-1.028649,8.603903
-0.971628,8.614267
-0.794170,8.636856
-0.735507,8.647869
-0.675502,8.648563
-0.619103,8.657481
-0.441530,8.686832
0.098916,8.478888
0.154130,8.571790
0.374869,3.851494
0.586280,3.880787
0.723708,1.920669
0.738846,1.930331
0.787185,1.969413
0.838072,2.010202
